"CrashName","Name","Sex","Age","Speed","VehicleDamage","PartyCategory","Sobriety","VehicleDirection","MovementPrecedingCollision","PartyType","OtherAssociatedFactor","VehicleCount","ViolationCode","ViolationCodeDescription"
"CR-0000096192","ACV-0000195964","F","39","","Unknown","Driver","Impairment Not Known","West","Proceeding Straight","Car","Unknown","1","Unknown","Unknown"
"CR-0000096196","ACV-0000195972","M","20","","Moderate","Driver","Impairment Not Known","West","Proceeding Straight","Car","Other Violation","1","22350","Speeding"
"CR-0000096191","ACV-0000195963","F","57","","Unknown","Driver","Impairment Not Known","South","Proceeding Straight","Construction Equipment","Unknown","1","Unknown","Unknown"
"CR-0000096197","ACV-0000195974","","0","","Minor","Driver","Impairment Not Known","North","Proceeding Straight","Car","Unknown","1","22350","Speeding"
"CR-0000096174","ACV-0000195938","M","0","","Unknown","Driver","Impairment Not Known","North","Making Left Turn","Car","Unknown","1","Unknown","Unknown"
"CR-0000096189","ACV-0000195959","F","54","","Unknown","Driver","Impairment Not Known","West","Proceeding Straight","Car","Unknown","1","Unknown","Unknown"
"CR-0000096194","ACV-0000195968","M","25","","Unknown","Driver","Impairment Not Known","North","Stopped","Car","Unknown","1","Unknown","Unknown"
"CR-0000096192","ACV-0000195965","F","0","","Unknown","Driver","Impairment Not Known","West","Other Unsafe Turning","Car","Unknown","1","Unknown","Unknown"
"CR-0000096185","ACV-0000195952","M","36","","Minor","Driver","Had Not Been Drinking","East","Proceeding Straight","Car","Unknown","1","22350","Speeding"
"CR-0000096199","ACV-0000195979","","0","","Unknown","Parked","Not Applicable","Not Applicable","Parked","Car","None Apparent","1","Unknown","Unknown"
"CR-0000096198","ACV-0000195976","M","61","","Moderate","Driver","Had Not Been Drinking","East","Changing Lanes","Car","Other Violation","1","22350","Speeding"
"CR-0000096174","ACV-0000195939","M","28","","Unknown","Driver","Impairment Not Known","North","Making Left Turn","Car","Unknown","1","Unknown","Unknown"
"CR-0000096199","ACV-0000195978","","0","","Unknown","Driver","Impairment Not Known","Unknown","Other","Car","Other Violation","1","22350","Speeding"
"CR-0000096193","ACV-0000195966","","0","","Unknown","Parked","Not Applicable","Not Applicable","Parked","Car","Unknown","1","Unknown","Unknown"
"CR-0000096190","ACV-0000195960","F","54","","Unknown","Driver","Impairment Not Known","West","Stopped","Car","Unknown","1","Unknown","Unknown"
"CR-0000096198","ACV-0000195977","M","45","","Moderate","Driver","Had Not Been Drinking","East","Stopped","Car","Unknown","1","Not Applicable","Not Applicable"
"CR-0000096196","ACV-0000195973","M","0","","Moderate","Driver","Impairment Not Known","West","Stopped","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000096185","ACV-0000195953","F","41","","Minor","Driver","Had Not Been Drinking","East","Making Left Turn","Car","Unknown","1","Not Applicable","Not Applicable"
"CR-0000096188","ACV-0000195956","","0","","Unknown","Driver","Impairment Not Known","Unknown","Unknown","Unknown","Unknown","1","Unknown","Unknown"
"CR-0000096197","ACV-0000195975","M","22","","Minor","Driver","Had Not Been Drinking","North","Slowing/Stopping","Car","Unknown","1","Not Applicable","Not Applicable"
"CR-0000096193","ACV-0000195967","","0","","Unknown","Driver","Impairment Not Known","Unknown","Unknown","Unknown","Unknown","1","Unknown","Unknown"
"CR-0000096175","ACV-0000195981","F","0","","Moderate","Driver","Impairment Not Known","West","Stopped","Car","Other","1","Unknown","Unknown"
"CR-0000096175","ACV-0000195980","M","54","","Unknown","Driver","Impairment Not Known","West","Proceeding Straight","Panel Truck","Other","1","Unknown","Unknown"
"CR-0000096175","ACV-0000195982","F","18","","Minor","Driver","Impairment Not Known","West","Stopped","Car","Other","1","Unknown","Unknown"
"CR-0000096203","ACV-0000195988","","0","","Unknown","Driver","Impairment Not Known","Unknown","Other","Unknown","Unknown","1","21663","Driving On Sidewalk"
"CR-0000096203","ACV-0000195989","","0","","Minor","Parked","Not Applicable","Not Applicable","Parked","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000096213","ACV-0000196010","M","31","","Moderate","Driver","Had Not Been Drinking","North","Proceeding Straight","Car","None Apparent","1","22350","Speeding"
"CR-0000096219","ACV-0000196021","M","33","","Major","Driver","Had Been Drinking - Under Influence","West","Proceeding Straight","Car","Other Violation","1","21703","Follow Too Closely"
"CR-0000096212","ACV-0000196008","M","0","","Unknown","Driver","Impairment Not Known","North","Proceeding Straight","Unknown","None Apparent","1","22350","Speeding"
"CR-0000096206","ACV-0000195997","F","54","","Minor","Driver","Had Not Been Drinking","North","Stopped","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000096203","ACV-0000195991","","0","","Minor","Parked","Not Applicable","Not Applicable","Parked","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000096216","ACV-0000196016","","0","","Unknown","Driver","Impairment Not Known","North","Proceeding Straight","Unknown","Other Violation","1","22350","Speeding"
"CR-0000096205","ACV-0000195995","F","25","","Major","Driver","Had Not Been Drinking","East","Changing Lanes","Car","Unknown","1","Not Applicable","Not Applicable"
"CR-0000096211","ACV-0000196006","","0","","Unknown","Driver","Impairment Not Known","North","Proceeding Straight","Car","Other Violation","1","22350","Speeding"
"CR-0000096207","ACV-0000195999","","0","","Minor","Parked","Not Applicable","Not Applicable","Parked","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000096211","ACV-0000196007","M","20","","Minor","Driver","Had Not Been Drinking","North","Proceeding Straight","Unknown","Other Violation","1","Not Applicable","Not Applicable"
"CR-0000096219","ACV-0000196022","M","32","","Moderate","Driver","Had Not Been Drinking","West","Stopped","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000096212","ACV-0000196009","F","39","","Minor","Driver","Had Not Been Drinking","North","Stopped","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000096216","ACV-0000196017","","0","","Major","Parked","Not Applicable","Not Applicable","Parked","Car","Unknown","1","Not Applicable","Not Applicable"
"CR-0000096218","ACV-0000196019","","0","","Unknown","Driver","Impairment Not Known","North","Proceeding Straight","Car","Other Violation","1","21453","Run Red Light"
"CR-0000096210","ACV-0000196004","","0","","Minor","Driver","Impairment Not Known","North","Changing Lanes","Car","None Apparent","1","22350","Speeding"
"CR-0000096200","ACV-0000195984","","0","","Moderate","Parked","Not Applicable","Not Applicable","Parked","Car","Unknown","1","Unknown","Unknown"
"CR-0000096218","ACV-0000196020","F","0","","Moderate","Driver","Had Not Been Drinking","South","Making Left Turn","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000096214","ACV-0000196012","M","44","","Minor","Driver","Impairment Not Known","West","Proceeding Straight","Panel Truck","None Apparent","1","22350","Speeding"
"CR-0000096213","ACV-0000196011","F","35","","Moderate","Driver","Had Not Been Drinking","North","Stopped","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000096202","ACV-0000195987","","0","","Minor","Parked","Not Applicable","Not Applicable","Parked","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000096207","ACV-0000195998","","0","","Unknown","Driver","Impairment Not Known","North","Proceeding Straight","Unknown","None Apparent","1","22350","Speeding"
"CR-0000096209","ACV-0000196002","M","0","","Moderate","Driver","Impairment Not Known","South","Proceeding Straight","Car","None Apparent","1","22350","Speeding"
"CR-0000096203","ACV-0000195990","","0","","Minor","Parked","Not Applicable","Not Applicable","Parked","Car","Unknown","1","Not Applicable","Not Applicable"
"CR-0000096210","ACV-0000196005","F","33","","Minor","Driver","Had Not Been Drinking","North","Stopped","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000096201","ACV-0000195985","F","74","","Moderate","Driver","Impairment Not Known","East","Proceeding Straight","Car","None Apparent","1","21658","Unsafe Lane Change"
"CR-0000096202","ACV-0000195986","","0","","Major","Driver","Impairment Not Known","East","Making Right Turn","Car","None Apparent","1","22350","Speeding"
"CR-0000096209","ACV-0000196003","M","41","","Moderate","Driver","Had Not Been Drinking","South","Slowing/Stopping","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000096215","ACV-0000196014","","0","","Unknown","Driver","Impairment Not Known","South","Proceeding Straight","Car","Unknown","1","22350","Speeding"
"CR-0000096206","ACV-0000195996","","0","","Unknown","Driver","Impairment Not Known","North","Proceeding Straight","Car","None Apparent","1","21658","Unsafe Lane Change"
"CR-0000096217","ACV-0000196018","M","17","","Major","Driver","Had Not Been Drinking","North","Making Left Turn","Panel Truck","None Apparent","1","22350","Speeding"
"CR-0000096200","ACV-0000195983","","0","","Unknown","Driver","Impairment Not Known","West","Unknown","Unknown","Other Violation","1","Unknown","Unknown"
"CR-0000096214","ACV-0000196013","M","59","","Minor","Driver","Had Not Been Drinking","West","Proceeding Straight","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000096204","ACV-0000195992","","0","","Unknown","Driver","Impairment Not Known","Unknown","Stopped","Unknown","Unknown","1","22350","Speeding"
"CR-0000096204","ACV-0000195993","","0","","Unknown","Parked","Not Applicable","Not Applicable","Parked","Car","Unknown","1","Not Applicable","Not Applicable"
"CR-0000096205","ACV-0000195994","","0","","Unknown","Driver","Impairment Not Known","East","Proceeding Straight","Panel Truck","Inattention","1","22350","Speeding"
"CR-0000096208","ACV-0000196001","M","38","","Moderate","Driver","Had Not Been Drinking","West","Proceeding Straight","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000096208","ACV-0000196000","","0","","Minor","Driver","Impairment Not Known","South","Making Left Turn","Car","Other Violation","1","21800","Yield Uncontrolled Intersection"
"CR-0000096215","ACV-0000196015","","0","","Moderate","Parked","Not Applicable","Not Applicable","Parked","Car","Unknown","1","Not Applicable","Not Applicable"
"CR-0000096238","ACV-0000196051","","0","","Unknown","Driver","Impairment Not Known","East","Unknown","Car","Unknown","1","Unknown","Unknown"
"CR-0000096232","ACV-0000196039","F","58","","Moderate","Driver","Had Been Drinking - Under Influence","East","Making Right Turn","Panel Truck","Unknown","1","23152","Driving Drunk"
"CR-0000096241","ACV-0000196057","M","0","","Unknown","Driver","Impairment Not Known","North","Making Right Turn","Unknown","Unknown","1","Unknown","Unknown"
"CR-0000096222","ACV-0000196026","","0","","Major","Parked","Not Applicable","Not Applicable","Parked","Panel Truck","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000096240","ACV-0000196056","M","22","","Unknown","Driver","Impairment Not Known","North","Proceeding Straight","Car","Unknown","1","Unknown","Unknown"
"CR-0000096238","ACV-0000196052","M","51","","Unknown","Driver","Impairment Not Known","East","Proceeding Straight","Car","Unknown","1","Unknown","Unknown"
"CR-0000096239","ACV-0000196053","F","47","","Unknown","Driver","Impairment Not Known","South","Proceeding Straight","Car","Unknown","1","Unknown","Unknown"
"CR-0000096237","ACV-0000196049","","0","","Moderate","Driver","Impairment Not Known","North","Proceeding Straight","Car","Other Violation","1","22350","Speeding"
"CR-0000096233","ACV-0000196043","M","51","","Minor","Driver","Had Not Been Drinking","South","Proceeding Straight","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000096230","ACV-0000196037","","0","","Unknown","Driver","Impairment Not Known","East","Making Right Turn","Car","Other Violation","1","22350","Speeding"
"CR-0000096222","ACV-0000196025","","0","","Major","Driver","Impairment Not Known","South","Proceeding Straight","Car","None Apparent","1","22350","Speeding"
"CR-0000096242","ACV-0000196060","M","51","","Minor","Driver","Had Not Been Drinking","South","Stopped","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000096236","ACV-0000196047","","0","","Unknown","Driver","Impairment Not Known","North","Proceeding Straight","Panel Truck","Unknown","1","22350","Speeding"
"CR-0000096227","ACV-0000196033","","0","","Moderate","Driver","Impairment Not Known","West","Parked","Car","Other Violation","1","22107","Unsafe Turn Movement"
"CR-0000096233","ACV-0000196041","","0","","Moderate","Driver","Impairment Not Known","East","Proceeding Straight","Car","Other Violation","1","22350","Speeding"
"CR-0000096224","ACV-0000196030","M","48","","Moderate","Driver","Had Not Been Drinking","North","Proceeding Straight","Panel Truck","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000096242","ACV-0000196059","F","27","","Minor","Driver","Had Been Drinking - Under Influence","West","Proceeding Straight","Car","None Apparent","1","23152","Driving Drunk"
"CR-0000096224","ACV-0000196029","M","17","","Moderate","Driver","Had Not Been Drinking","North","Making Left Turn","Car","None Apparent","1","22107","Unsafe Turn Movement"
"CR-0000096237","ACV-0000196050","","0","","Moderate","Parked","Not Applicable","Not Applicable","Parked","Panel Truck","Unknown","1","Not Applicable","Not Applicable"
"CR-0000096236","ACV-0000196048","F","27","","Moderate","Driver","Impairment Not Known","East","Stopped","Car","Unknown","1","Not Applicable","Not Applicable"
"CR-0000096227","ACV-0000196034","","0","","Moderate","Parked","Not Applicable","Not Applicable","Parked","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000096234","ACV-0000196045","","0","","Unknown","Driver","Impairment Not Known","East","Making Right Turn","Car","Unknown","1","Unknown","Unknown"
"CR-0000096235","ACV-0000196046","M","72","","Moderate","Driver","Had Been Drinking - Not Under Influence","West","Proceeding Straight","Car","Inattention","1","22350","Speeding"
"CR-0000096220","ACV-0000196024","F","40","","Unknown","Driver","Impairment Not Known","North","Proceeding Straight","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000096233","ACV-0000196042","M","73","","Moderate","Driver","Had Not Been Drinking","South","Proceeding Straight","Car","Unknown","1","Not Applicable","Not Applicable"
"CR-0000096223","ACV-0000196028","M","52","","None","Driver","Had Not Been Drinking","Not Applicable","Stopped","Panel Truck","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000096223","ACV-0000196027","M","58","","Minor","Driver","Impairment Not Known","East","Stopped","Panel Truck","Other","1","Unknown","Unknown"
"CR-0000096241","ACV-0000196058","F","32","","Unknown","Driver","Impairment Not Known","North","Proceeding Straight","Car","Unknown","1","Unknown","Unknown"
